Level of physics education (1-3): 2
response_time,predicted_angle,answer_angle,ball_angle,starting_angle,angle_change,cross_mark,rope_length,outer_radius,points
1.06,5.274925,5.893491,3.548279,6.081908,-0.200000,False,100,187.5,4
0.74,0.962551,0.194432,0.196486,1.437856,0.150000,False,200,350.0,2
0.79,0.841069,6.157015,2.623608,3.864979,0.150000,True,200,300.0,0
0.84,5.274925,5.942133,1.575667,0.334296,-0.150000,False,100,187.5,3
0.57,1.008260,0.128421,0.095418,3.844974,0.200000,True,100,187.5,1
0.64,1.008260,0.064909,1.328493,2.569863,0.150000,False,100,187.5,1
2.08,5.274925,6.009626,0.613602,1.880417,-0.100000,True,200,375.0,3
1.53,1.008260,0.061759,6.097001,4.830186,0.100000,True,100,187.5,1
0.66,5.442117,5.731301,5.025500,3.784129,-0.150000,True,100,150.0,7
2.34,5.320635,6.081446,5.772277,0.755907,-0.100000,False,100,175.0,2
0.54,0.931021,0.848213,3.150785,0.617156,0.200000,True,100,167.5,9
1.02,5.442117,5.877315,5.609105,0.592734,-0.100000,True,100,150.0,6
0.55,0.841069,1.043385,2.836541,0.302911,0.200000,True,100,150.0,8
0.58,5.352164,0.130343,3.061604,1.820233,-0.150000,True,200,335.0,0
1.00,5.274925,5.889024,0.915395,3.449024,-0.200000,True,200,375.0,4
0.33,0.931021,0.566842,0.421341,4.170897,0.200000,False,100,167.5,6
1.21,5.235988,6.186309,0.064607,1.331422,-0.100000,False,100,200.0,0
0.96,5.442117,5.908870,1.012952,3.546582,-0.200000,True,100,150.0,5
1.08,1.047198,0.350919,1.182655,4.932211,0.200000,True,100,200.0,3
0.79,5.274925,6.110953,6.177663,1.161292,-0.100000,True,100,187.5,2
2.06,0.931021,0.332893,1.223987,2.465358,0.150000,False,100,167.5,4
2.02,0.962551,0.645158,3.945313,1.411684,0.200000,False,100,175.0,7
1.56,0.962551,0.200266,2.983267,0.449637,0.200000,False,200,350.0,2
3.49,0.962551,1.944519,4.299444,5.540815,0.150000,True,200,350.0,0
1.34,5.352164,6.010735,3.231230,1.989859,-0.150000,False,200,335.0,3
0.92,5.320635,5.852569,4.209936,5.476751,-0.100000,False,200,350.0,5
1.29,5.352164,5.448165,0.910878,3.444507,-0.200000,False,200,335.0,9
1.36,5.320635,5.571038,2.651864,1.410494,-0.150000,True,100,175.0,7
2.65,5.274925,5.865203,5.302906,4.061535,-0.150000,True,200,375.0,4
2.01,5.352164,0.152811,4.435895,3.194525,-0.150000,False,100,167.5,0
0.84,0.931021,0.515158,4.264972,5.506343,0.150000,True,200,335.0,6
0.74,5.320635,6.160464,2.773932,4.040747,-0.100000,True,200,350.0,2
0.46,0.931021,6.111560,2.820931,0.287301,0.200000,False,200,335.0,0
2.71,5.235988,5.657284,4.210836,5.477651,-0.100000,True,100,200.0,6
0.49,5.352164,5.633851,4.387245,5.654060,-0.100000,True,100,167.5,7
0.94,0.962551,0.566831,2.600504,3.841875,0.150000,False,100,175.0,6
0.54,0.931021,5.826694,5.099585,0.057770,0.150000,True,100,167.5,0
1.22,0.931021,0.910923,2.025531,0.758716,0.100000,True,100,167.5,10
1.16,0.841069,0.803584,1.100929,4.850485,0.200000,True,200,300.0,10
1.63,1.008260,6.094354,4.871632,6.113002,0.150000,True,100,187.5,0
1.14,0.841069,0.459864,5.590704,4.323889,0.100000,False,100,150.0,6
1.29,0.841069,0.768275,0.868357,5.884727,0.100000,True,200,300.0,9
1.62,0.962551,6.009663,5.509575,2.975945,0.200000,True,100,175.0,0
0.97,0.962551,6.125188,2.295003,6.044559,0.200000,True,200,350.0,0
0.26,5.442117,4.125428,4.524106,3.282735,-0.150000,False,100,150.0,0
1.00,5.235988,5.234197,2.477542,1.236171,-0.150000,True,100,200.0,10
0.66,1.008260,0.370993,1.639578,0.372763,0.100000,True,200,375.0,4
0.36,1.047198,0.057990,2.880684,4.122054,0.150000,False,200,400.0,0
1.05,0.841069,0.126562,1.930081,3.171452,0.150000,False,200,300.0,3
0.07,5.320635,0.361592,2.122170,0.880800,-0.150000,False,200,350.0,0
0.83,5.235988,6.129762,2.569651,1.328280,-0.150000,False,200,400.0,1
0.84,0.931021,0.312849,4.213013,2.946199,0.100000,False,100,167.5,4
0.73,5.442117,5.866416,0.469055,1.735870,-0.100000,True,200,300.0,6
0.85,1.047198,0.285435,2.917310,1.650495,0.100000,False,200,400.0,2
0.80,0.841069,0.803442,1.777877,3.019247,0.150000,True,100,150.0,10
1.00,5.442117,5.930394,1.123298,6.165113,-0.150000,True,200,300.0,5
0.79,1.008260,0.053068,3.098073,4.339444,0.150000,False,200,375.0,0
0.97,1.047198,1.104972,1.368173,5.117729,0.200000,True,200,400.0,9
1.46,5.442117,6.043096,3.855641,0.106085,-0.200000,True,200,300.0,4
0.86,0.841069,0.252753,5.205554,2.671925,0.200000,False,200,300.0,4
0.95,0.962551,0.741273,5.118882,3.852068,0.100000,True,200,350.0,8
0.71,0.841069,6.074986,1.762816,0.496002,0.100000,False,200,300.0,0
0.81,5.352164,6.124773,5.528104,1.778548,-0.200000,True,200,335.0,2
0.87,5.235988,6.156828,1.759695,3.026510,-0.100000,True,200,400.0,1
0.06,5.442117,5.639754,2.864807,1.623436,-0.150000,False,200,300.0,8
1.13,5.352164,6.037154,4.435913,0.686357,-0.200000,False,100,167.5,3
0.76,5.235988,5.611387,3.057916,5.591546,-0.200000,False,200,400.0,6
1.30,1.008260,0.276002,5.256036,2.722406,0.200000,True,200,375.0,3
0.70,5.320635,0.255779,4.586107,0.836551,-0.200000,True,200,350.0,0
0.41,5.320635,5.876267,4.193771,5.460586,-0.100000,True,100,175.0,4
0.99,5.320635,5.877884,0.660900,5.702715,-0.150000,False,100,175.0,4
1.04,1.047198,0.303571,2.329682,1.062868,0.100000,True,200,400.0,3
1.49,5.274925,6.024140,5.006413,3.765043,-0.150000,False,200,375.0,3
0.72,1.047198,0.216182,4.995113,2.461483,0.200000,False,100,200.0,2
0.86,5.274925,5.995575,2.996609,5.530239,-0.200000,False,200,375.0,3
0.35,5.442117,5.131409,4.277856,5.544670,-0.100000,False,100,150.0,7
0.73,5.274925,6.217921,2.566637,5.100266,-0.200000,True,100,187.5,1
0.87,5.352164,5.752531,4.372793,0.623237,-0.200000,True,100,167.5,6
1.07,5.352164,5.115832,5.104550,0.088179,-0.100000,True,200,335.0,8
0.41,0.962551,0.237749,2.772945,1.506130,0.100000,False,100,175.0,3
0.51,1.008260,0.411867,2.514245,6.263801,0.200000,False,100,187.5,4
0.50,0.962551,5.804373,4.278287,3.011473,0.100000,True,100,175.0,0
0.94,1.008260,0.421041,0.742838,5.759209,0.100000,False,100,187.5,4
0.88,5.442117,5.842178,4.119316,0.369760,-0.200000,False,100,150.0,6
1.03,0.931021,6.274673,5.568205,3.034576,0.200000,True,200,335.0,0
0.90,5.274925,5.685252,1.767938,0.526567,-0.150000,True,100,187.5,6
0.57,5.235988,6.086491,1.906240,3.173055,-0.100000,False,200,400.0,1
1.00,5.442117,6.059095,0.255245,1.522060,-0.100000,False,200,300.0,4
0.59,5.352164,6.142866,4.911400,6.178215,-0.100000,False,200,335.0,2
0.97,1.047198,0.377333,1.871963,3.113333,0.150000,True,100,200.0,3
0.61,5.274925,6.130191,3.611824,4.878639,-0.100000,False,200,375.0,1
0.44,5.274925,5.974946,3.883751,5.150566,-0.100000,False,100,187.5,3
0.44,5.320635,5.234172,4.838826,1.089270,-0.200000,True,100,175.0,9
1.69,0.841069,0.275895,5.779451,0.737637,0.150000,False,100,150.0,4
1.21,0.962551,0.145259,2.302861,3.544231,0.150000,True,100,175.0,2
1.09,5.235988,5.644192,5.275291,1.525735,-0.200000,False,100,200.0,6
0.81,5.235988,5.683445,2.159318,0.917947,-0.150000,True,200,400.0,6
1.59,5.320635,5.821064,5.904654,2.155098,-0.200000,False,100,175.0,5
1.27,0.931021,0.353639,5.316012,4.049197,0.100000,True,200,335.0,4
0.83,1.008260,0.340616,1.702313,2.943684,0.150000,True,200,375.0,3
1.02,1.008260,0.198522,4.891098,2.357469,0.200000,False,200,375.0,2
1.08,0.841069,0.625973,3.746821,2.480007,0.100000,True,100,150.0,8
1.02,0.962551,0.384926,2.170927,0.904113,0.100000,False,200,350.0,4
0.88,5.442117,5.278691,1.894685,4.428314,-0.200000,False,200,300.0,8
0.33,5.352164,0.134338,5.432403,4.191032,-0.150000,True,100,167.5,0
0.46,1.047198,0.470310,3.524685,2.257871,0.100000,True,100,200.0,4
0.47,1.047198,0.731503,3.151845,4.393216,0.150000,True,200,400.0,7
1.20,5.235988,5.434427,2.686576,5.220205,-0.200000,True,100,200.0,8
0.65,5.320635,5.992719,5.780277,4.538907,-0.150000,True,200,350.0,3
0.48,1.047198,0.248642,5.435645,0.393830,0.150000,False,100,200.0,2
0.55,5.235988,0.196871,5.569743,1.820187,-0.200000,True,200,400.0,0
0.63,5.320635,5.811553,1.133541,3.667171,-0.200000,False,200,350.0,5
0.39,1.047198,0.605027,2.035922,0.769108,0.100000,False,100,200.0,6
0.82,5.235988,5.938704,0.882850,5.924665,-0.150000,False,100,200.0,3
1.02,1.008260,0.444898,1.265143,6.281514,0.100000,False,200,375.0,4
0.52,5.352164,6.070363,3.111201,4.378015,-0.100000,False,100,167.5,3
0.70,0.931021,0.345845,3.111738,1.844924,0.100000,False,200,335.0,4
0.97,0.841069,0.697772,0.657810,4.407366,0.200000,False,100,150.0,9
0.93,0.931021,0.255525,5.670293,0.628478,0.150000,False,200,335.0,3
1.33,1.047198,0.409094,3.987825,1.454196,0.200000,False,200,400.0,4
0.67,5.274925,5.814107,2.286851,4.820480,-0.200000,False,100,187.5,5
0.90,0.962551,0.236283,5.156117,0.114302,0.150000,False,200,350.0,3
3.29,0.841069,0.612998,5.057241,0.015427,0.150000,True,200,300.0,8
1.15,5.274925,6.076839,3.105787,1.864416,-0.150000,False,100,187.5,2
2.28,1.008260,2.453002,3.559207,1.025577,0.200000,True,100,187.5,0
0.47,1.008260,0.133469,1.192205,2.433576,0.150000,False,100,187.5,1
0.62,5.274925,6.095037,1.264376,2.531191,-0.100000,True,200,375.0,2
0.80,1.008260,1.650306,3.330094,2.063280,0.100000,True,100,187.5,4
0.90,5.442117,0.245505,3.501249,2.259878,-0.150000,True,100,150.0,0
0.45,5.320635,5.572765,3.335450,4.602265,-0.100000,False,100,175.0,7
0.50,0.931021,0.443742,0.071592,3.821148,0.200000,True,100,167.5,5
0.58,5.442117,5.338920,2.794195,4.061009,-0.100000,True,100,150.0,9
0.94,0.841069,0.922572,4.389181,1.855552,0.200000,True,100,150.0,9
0.47,5.352164,5.955075,0.449336,5.491151,-0.150000,True,200,335.0,4
1.36,5.274925,5.876074,4.983251,1.233695,-0.200000,True,200,375.0,4
0.61,0.931021,0.626390,2.211987,5.961543,0.200000,False,100,167.5,7
1.83,5.235988,5.864499,1.755756,3.022571,-0.100000,False,100,200.0,4
1.19,5.442117,5.214891,4.372769,0.623213,-0.200000,True,100,150.0,8
1.08,1.047198,0.892078,2.828265,0.294636,0.200000,True,100,200.0,8
1.06,5.274925,5.682951,2.461110,3.727925,-0.100000,True,100,187.5,6
0.90,0.931021,0.771596,3.466190,4.707561,0.150000,False,100,167.5,8
1.01,0.962551,1.175104,0.533137,4.282693,0.200000,False,100,175.0,8
0.51,0.962551,1.169751,0.545975,4.295531,0.200000,False,200,350.0,8
1.06,0.962551,1.246267,4.793879,6.035249,0.150000,True,200,350.0,7
0.87,5.352164,5.511782,0.639597,5.681412,-0.150000,False,200,335.0,8
1.27,5.320635,5.791835,0.835650,2.102464,-0.100000,False,200,350.0,5
0.63,5.352164,5.743883,0.880050,3.413679,-0.200000,False,200,335.0,6
1.10,5.320635,5.531902,4.264473,3.023102,-0.150000,True,100,175.0,8
0.83,5.274925,5.373724,5.236993,3.995622,-0.150000,True,200,375.0,9
0.34,5.352164,5.887545,4.448832,3.207461,-0.150000,False,100,167.5,5
0.55,0.931021,0.128695,2.600904,3.842274,0.150000,True,200,335.0,2
0.61,5.320635,5.507553,1.995622,3.262437,-0.100000,True,200,350.0,8
0.06,0.931021,5.588348,2.246943,5.996499,0.200000,False,200,335.0,0
1.03,5.235988,5.842747,2.539492,3.806306,-0.100000,True,100,200.0,4
0.51,5.352164,5.144074,4.127387,5.394202,-0.100000,True,100,167.5,8
0.85,0.962551,0.264166,3.217149,4.458520,0.150000,False,100,175.0,3
0.51,0.931021,0.104175,4.864417,6.105788,0.150000,True,100,167.5,2
1.17,0.931021,0.359480,1.778846,0.512031,0.100000,True,100,167.5,4
0.69,0.841069,0.495243,1.891386,5.640942,0.200000,True,200,300.0,7
0.50,1.008260,0.496387,2.456816,3.698186,0.150000,True,100,187.5,5
0.66,0.841069,5.977353,5.310872,4.044057,0.100000,False,100,150.0,0
1.02,0.841069,0.132330,1.765008,0.498194,0.100000,True,200,300.0,3
0.79,0.962551,0.000360,6.206195,3.672566,0.200000,True,100,175.0,0
1.07,0.962551,1.644442,3.914394,1.380764,0.200000,True,200,350.0,3
0.96,5.442117,5.715129,5.840895,4.599524,-0.150000,False,100,150.0,7
0.61,5.235988,5.854143,5.918491,4.677120,-0.150000,True,100,200.0,4
1.22,1.008260,0.566389,0.573483,5.589854,0.100000,True,200,375.0,6
0.76,1.047198,0.282083,2.623610,3.864980,0.150000,False,200,400.0,2
0.85,0.841069,0.077313,6.106844,1.065030,0.150000,False,200,300.0,2
0.91,5.320635,6.125216,0.441176,5.482991,-0.150000,False,200,350.0,2
0.97,5.235988,6.102225,1.672758,0.431387,-0.150000,False,200,400.0,1
0.49,0.931021,0.220683,5.211637,3.944822,0.100000,False,100,167.5,3
1.13,5.442117,0.089471,5.698220,0.681849,-0.100000,True,200,300.0,0
0.22,1.047198,0.712383,5.721556,4.454741,0.100000,False,200,400.0,7
0.01,0.841069,0.753189,5.594621,0.552806,0.150000,True,100,150.0,9
0.36,5.442117,6.275631,0.793741,5.835556,-0.150000,True,200,300.0,2
0.40,1.008260,0.939149,4.057557,5.298927,0.150000,False,200,375.0,9
0.56,1.047198,0.176651,6.018873,3.485244,0.200000,True,200,400.0,1
0.90,5.442117,0.073118,2.841663,5.375293,-0.200000,True,200,300.0,0
0.74,0.841069,0.460932,1.485256,5.234812,0.200000,False,200,300.0,6
0.52,0.962551,6.044111,3.829199,2.562384,0.100000,True,200,350.0,0
0.67,0.841069,0.231685,5.570947,4.304132,0.100000,False,200,300.0,4
0.87,5.352164,6.090319,2.038761,4.572391,-0.200000,True,200,335.0,3
1.10,5.235988,6.122600,4.446660,5.713474,-0.100000,True,200,400.0,1
0.61,5.442117,5.906638,0.830521,5.872335,-0.150000,False,200,300.0,5
1.26,5.352164,5.815899,1.625489,4.159118,-0.200000,False,100,167.5,5
0.94,5.235988,6.049284,3.252021,5.785650,-0.200000,False,200,400.0,2
0.86,1.008260,0.810615,0.325453,4.075009,0.200000,True,200,375.0,8
0.53,5.320635,5.981704,3.338473,5.872102,-0.200000,True,200,350.0,3
0.53,5.320635,0.273930,2.073480,3.340295,-0.100000,True,100,175.0,0
0.74,5.320635,5.436904,0.815388,5.857203,-0.150000,False,100,175.0,9
0.96,1.047198,0.326376,3.223905,1.957090,0.100000,True,200,400.0,3
0.66,5.274925,6.165013,5.952041,4.710671,-0.150000,False,200,375.0,1
0.66,1.047198,0.587732,3.799261,1.265631,0.200000,False,100,200.0,5
0.75,5.274925,5.892710,3.545526,6.079155,-0.200000,False,200,375.0,4
0.96,5.442117,5.820315,6.020364,1.003994,-0.100000,False,100,150.0,6
0.42,5.274925,0.105186,4.356896,0.607340,-0.200000,True,100,187.5,0
0.37,5.352164,5.730120,4.990788,1.241233,-0.200000,True,100,167.5,6
0.98,5.352164,5.838500,1.612835,2.879650,-0.100000,True,200,335.0,5
1.38,0.962551,0.443924,4.279961,3.013146,0.100000,False,100,175.0,5
0.55,1.008260,0.310141,5.445928,2.912298,0.200000,False,100,187.5,3
0.69,0.962551,6.207250,1.853674,0.586860,0.100000,True,100,175.0,0
0.99,1.008260,0.415246,3.128037,1.861222,0.100000,False,100,187.5,4
0.84,5.442117,5.525299,4.214287,0.464731,-0.200000,False,100,150.0,9
0.77,0.931021,1.407293,0.655756,4.405312,0.200000,True,200,335.0,5
0.82,5.274925,5.592530,4.301961,3.060590,-0.150000,True,100,187.5,7
0.70,5.235988,6.234952,3.031160,4.297975,-0.100000,False,200,400.0,0
0.48,5.442117,6.009414,2.600926,3.867740,-0.100000,False,200,300.0,4
0.53,5.352164,5.825194,5.681957,0.665586,-0.100000,False,200,335.0,5
0.53,1.047198,0.356472,4.704031,5.945401,0.150000,True,100,200.0,3
0.57,5.274925,5.887772,4.002109,5.268924,-0.100000,False,200,375.0,4
0.88,5.274925,6.114715,5.394669,0.378298,-0.100000,False,100,187.5,2
0.69,5.320635,5.014553,6.159763,2.410207,-0.200000,True,100,175.0,7
0.71,0.841069,0.549083,6.029245,0.987430,0.150000,False,100,150.0,7
1.21,0.962551,0.094337,2.671629,3.913000,0.150000,True,100,175.0,1
1.22,5.235988,5.560418,5.097034,1.347478,-0.200000,False,100,200.0,7
0.78,5.235988,5.746537,4.393258,3.151887,-0.150000,True,200,400.0,5
0.98,5.320635,5.832234,1.115094,3.648723,-0.200000,False,100,175.0,5
0.62,0.931021,0.451334,1.438340,0.171526,0.100000,True,200,335.0,5
0.48,1.008260,0.430016,1.969025,3.210395,0.150000,True,200,375.0,4
1.41,1.008260,0.693090,0.036177,3.785733,0.200000,False,200,375.0,7
0.57,0.841069,6.006950,3.087645,1.820830,0.100000,True,100,150.0,0
0.46,0.962551,2.146887,0.016520,5.032891,0.100000,False,200,350.0,0
0.95,5.442117,5.884824,1.087193,3.620822,-0.200000,False,200,300.0,6
0.52,5.352164,5.490334,1.487937,0.246567,-0.150000,True,100,167.5,9
0.53,1.047198,0.723595,5.109973,3.843158,0.100000,True,100,200.0,7
0.56,1.047198,0.635737,0.346860,1.588231,0.150000,True,200,400.0,6
1.22,5.235988,5.814600,5.044174,1.294618,-0.200000,True,100,200.0,4
0.39,5.320635,5.685439,5.099052,3.857681,-0.150000,True,200,350.0,6
0.60,1.047198,0.430348,0.645241,1.886611,0.150000,False,100,200.0,4
0.88,5.235988,5.831063,4.849396,1.099840,-0.200000,True,200,400.0,4
0.91,5.320635,5.661885,1.575117,4.108747,-0.200000,False,200,350.0,7
1.54,1.047198,0.243345,4.137964,2.871149,0.100000,False,100,200.0,2
0.76,5.235988,0.108400,5.820672,4.579301,-0.150000,False,100,200.0,0
0.37,1.008260,0.943407,4.961338,3.694524,0.100000,False,200,375.0,9
1.15,5.352164,5.962180,5.026179,0.009808,-0.100000,False,100,167.5,4
1.49,0.931021,0.242174,4.093519,2.826705,0.100000,False,200,335.0,3
1.63,0.841069,0.638280,2.126610,5.876166,0.200000,False,100,150.0,8
0.89,0.931021,0.581570,3.933261,5.174632,0.150000,False,200,335.0,7
0.75,1.047198,0.169787,1.226599,4.976155,0.200000,False,200,400.0,1
0.54,5.274925,0.290995,1.041431,3.575060,-0.200000,False,100,187.5,0
0.69,0.962551,0.139090,5.490276,0.448461,0.150000,False,200,350.0,2
0.47,0.841069,6.098492,1.999862,3.241232,0.150000,True,200,300.0,0
0.71,5.274925,6.008608,0.322692,5.364507,-0.150000,False,100,187.5,3
0.52,1.008260,0.455538,5.788710,3.255080,0.200000,True,100,187.5,4
0.43,1.008260,0.788419,5.616317,0.574503,0.150000,False,100,187.5,8
0.48,5.274925,5.873966,4.121073,5.387887,-0.100000,True,200,375.0,4
0.51,1.008260,0.876091,4.028090,2.761275,0.100000,True,100,187.5,9
0.48,5.442117,5.473780,4.209415,2.968045,-0.150000,True,100,150.0,10
0.35,5.320635,5.912740,2.542886,3.809701,-0.100000,False,100,175.0,4
0.55,0.931021,0.604426,5.954672,3.421042,0.200000,True,100,167.5,7
0.51,5.442117,5.386108,1.735758,3.002573,-0.100000,True,100,150.0,9
0.48,0.841069,0.146935,6.252828,3.719199,0.200000,True,100,150.0,3
0.62,5.352164,5.924001,2.524231,1.282860,-0.150000,True,200,335.0,4
0.51,5.274925,5.614374,0.913341,3.446970,-0.200000,True,200,375.0,7
0.99,0.931021,0.601181,3.075893,0.542263,0.200000,False,100,167.5,7
0.67,5.235988,6.104850,6.184519,1.168149,-0.100000,False,100,200.0,1
0.46,5.442117,5.655837,0.206359,2.739989,-0.200000,True,100,150.0,8
0.56,1.047198,0.278005,1.609743,5.359299,0.200000,True,100,200.0,2
0.38,5.274925,0.279973,1.572523,2.839338,-0.100000,True,100,187.5,0
0.41,0.931021,6.026996,4.015192,5.256563,0.150000,False,100,167.5,0
0.53,0.962551,0.014670,5.882823,3.349194,0.200000,False,100,175.0,1
0.90,0.962551,0.532054,2.874804,0.341175,0.200000,False,200,350.0,6
0.46,0.962551,1.409748,3.348887,4.590257,0.150000,True,200,350.0,6
0.43,5.352164,5.957695,3.356943,2.115572,-0.150000,False,200,335.0,4
0.94,5.320635,6.199231,0.705079,1.971894,-0.100000,False,200,350.0,1
0.97,5.352164,6.139236,2.854308,5.387938,-0.200000,False,200,335.0,2
0.93,5.320635,5.570570,3.442092,2.200721,-0.150000,True,100,175.0,8
0.39,5.274925,4.392140,4.165867,2.924497,-0.150000,True,200,375.0,1
1.22,5.352164,6.001529,4.409554,3.168184,-0.150000,False,100,167.5,4
0.48,0.931021,0.337555,5.192590,0.150775,0.150000,True,200,335.0,4
0.36,5.320635,5.889994,3.787648,5.054463,-0.100000,True,200,350.0,4
1.05,0.931021,0.448529,3.917192,1.383563,0.200000,False,200,335.0,5
0.53,5.235988,5.753440,5.757727,0.741357,-0.100000,True,100,200.0,5
0.35,5.352164,5.641938,6.053527,1.037156,-0.100000,True,100,167.5,7
0.71,0.962551,0.465179,1.360923,2.602294,0.150000,False,100,175.0,5
0.52,0.931021,0.312238,4.484973,5.726344,0.150000,True,100,167.5,4
0.98,0.931021,0.038069,1.937600,0.670785,0.100000,True,100,167.5,1
0.91,0.841069,0.480574,4.176126,1.642496,0.200000,True,200,300.0,6
1.32,1.008260,0.176875,1.695703,2.937073,0.150000,True,100,187.5,2
0.92,0.841069,0.259643,3.383725,2.116910,0.100000,False,100,150.0,4
1.09,0.841069,0.046955,1.638830,0.372015,0.100000,True,200,300.0,2
0.50,0.962551,0.007161,5.638662,3.105032,0.200000,True,100,175.0,0
0.38,0.962551,0.201040,6.084424,3.550794,0.200000,True,200,350.0,2
0.35,5.442117,6.010460,2.333475,1.092104,-0.150000,False,100,150.0,4
0.47,5.235988,0.716182,5.709075,4.467704,-0.150000,True,100,200.0,0
0.36,1.008260,4.611874,1.339438,0.072623,0.100000,True,200,375.0,0
0.49,1.047198,0.364829,4.798143,6.039513,0.150000,False,200,400.0,3
0.46,0.841069,0.118128,5.545623,0.503808,0.150000,False,200,300.0,3
0.70,5.320635,5.979061,0.239252,5.281067,-0.150000,False,200,350.0,3
1.52,5.235988,6.147120,4.377993,3.136622,-0.150000,False,200,400.0,1
0.43,0.931021,0.258039,6.160607,4.893793,0.100000,False,100,167.5,3
0.86,5.442117,5.970231,0.682875,1.949690,-0.100000,True,200,300.0,5
0.42,1.047198,0.450498,4.537848,3.271033,0.100000,False,200,400.0,4
1.53,0.841069,5.782602,2.653551,3.894921,0.150000,True,100,150.0,0
0.54,5.442117,5.865600,6.006770,4.765399,-0.150000,True,200,300.0,6
0.48,1.008260,0.668352,0.154037,1.395408,0.150000,False,200,375.0,7
0.87,1.047198,0.783289,3.929869,1.396239,0.200000,True,200,400.0,7
0.56,5.442117,5.014726,1.927611,4.461241,-0.200000,True,200,300.0,6
1.32,0.841069,0.721748,1.132065,4.881621,0.200000,False,200,300.0,9
0.60,0.962551,0.395825,4.778318,3.511504,0.100000,True,200,350.0,4
0.67,0.841069,0.402668,2.322910,1.056096,0.100000,False,200,300.0,6
0.37,5.352164,0.041397,3.218356,5.751986,-0.200000,True,200,335.0,0
0.83,5.235988,5.784527,3.256219,4.523034,-0.100000,True,200,400.0,5
0.96,5.442117,6.152399,1.329013,0.087642,-0.150000,False,200,300.0,3
0.46,5.352164,6.086192,0.284458,2.818088,-0.200000,False,100,167.5,3
0.34,5.235988,5.872944,5.898356,2.148800,-0.200000,False,200,400.0,4
0.43,1.008260,0.369005,1.330434,5.079990,0.200000,True,200,375.0,4
0.64,5.320635,5.545236,3.898440,0.148884,-0.200000,True,200,350.0,8
0.30,5.320635,5.495812,4.179595,5.446410,-0.100000,True,100,175.0,8
0.26,5.320635,5.736754,3.883204,2.641834,-0.150000,False,100,175.0,6
0.75,1.047198,5.893695,3.548635,2.281820,0.100000,True,200,400.0,0
0.62,5.274925,5.986619,0.456686,5.498501,-0.150000,False,200,375.0,3
0.62,1.047198,1.200249,4.151625,1.617995,0.200000,False,100,200.0,8
0.61,5.274925,6.126118,1.811487,4.345117,-0.200000,False,200,375.0,1
0.39,5.442117,6.038798,2.699318,3.966133,-0.100000,False,100,150.0,4
0.54,5.274925,0.906764,5.017868,1.268312,-0.200000,True,100,187.5,0
0.84,5.352164,0.204645,5.347672,1.598117,-0.200000,True,100,167.5,0
0.66,5.352164,6.032670,2.480777,3.747591,-0.100000,True,200,335.0,3
0.31,0.962551,0.640685,4.841772,3.574958,0.100000,False,100,175.0,7
0.68,1.008260,0.659966,4.438177,1.904548,0.200000,False,100,187.5,7
0.46,0.962551,0.301598,5.952874,4.686060,0.100000,True,100,175.0,3
0.67,1.008260,0.636058,3.391040,2.124225,0.100000,False,100,187.5,6
0.45,5.442117,0.142340,0.331391,2.865020,-0.200000,False,100,150.0,0
0.73,0.931021,0.362543,5.308676,2.775047,0.200000,True,200,335.0,4
0.48,5.274925,5.800100,0.319451,5.361266,-0.150000,True,100,187.5,5
0.41,5.235988,5.502809,2.650872,3.917687,-0.100000,False,200,400.0,7
0.44,5.442117,6.137619,1.569890,2.836704,-0.100000,False,200,300.0,3
0.65,5.352164,6.050500,4.311618,5.578432,-0.100000,False,200,335.0,3
0.79,1.047198,0.485136,5.014502,6.255873,0.150000,True,100,200.0,4
0.88,5.274925,0.091704,4.990990,6.257805,-0.100000,False,200,375.0,0
0.60,5.274925,6.211630,1.327077,2.593891,-0.100000,False,100,187.5,1
0.79,5.320635,5.864809,3.846512,0.096957,-0.200000,True,100,175.0,5
0.45,0.841069,0.225706,5.530154,0.488340,0.150000,False,100,150.0,4
0.77,0.962551,6.199441,3.290979,4.532350,0.150000,True,100,175.0,0
0.42,5.235988,5.416885,3.222963,5.756592,-0.200000,False,100,200.0,8
0.79,5.235988,6.050867,6.047928,4.806558,-0.150000,True,200,400.0,2
0.66,5.320635,5.659438,1.627071,4.160701,-0.200000,False,100,175.0,7
0.48,0.931021,0.494356,0.372704,5.389075,0.100000,True,200,335.0,6
0.62,1.008260,6.084860,2.829291,4.070662,0.150000,True,200,375.0,0
0.53,1.008260,0.285955,1.950047,5.699603,0.200000,False,200,375.0,3
0.37,0.841069,0.496391,2.921467,1.654652,0.100000,True,100,150.0,7
0.53,0.962551,0.024854,0.447943,5.464314,0.100000,False,200,350.0,1
1.12,5.442117,5.820807,0.207739,2.741368,-0.200000,False,200,300.0,6
0.62,5.352164,0.008011,2.669272,1.427901,-0.150000,True,100,167.5,0
0.38,1.047198,0.743040,2.679734,1.412920,0.100000,True,100,200.0,7
1.13,1.047198,0.656154,0.767451,2.008822,0.150000,True,200,400.0,6
0.64,5.235988,6.193818,3.039313,5.572943,-0.200000,True,100,200.0,0
0.98,5.320635,6.104847,0.285918,5.327733,-0.150000,True,200,350.0,2
0.32,1.047198,1.578024,4.144562,5.385933,0.150000,False,100,200.0,5
0.58,5.235988,6.005250,0.475593,3.009223,-0.200000,True,200,400.0,2
0.36,5.320635,6.176052,5.594632,1.845077,-0.200000,False,200,350.0,1
